0;1;2;3;4;5;6;7;8;9;10;11;12
;;ISIN;;;;Libelle;;;;Montant (MDT);;
;TN0008000580;;BTA 6,3% Octobre 2026;;2,01;;;;;;;
;TN0008000762;;BTA 8% Novembre 2030;;11,05;;;;;;;
;TN0008000762;;BTA 8% Novembre 2030;;4,72;;;;;;;
;TN0008000762;;BTA 8% Novembre 2030;;0,80;;;;;;;
;TN0008000812;;BTA 7,5% 13/12/2028;;0,65;;;;;;;
;TN0008000812;;BTA 7,5% 13/12/2028;;0,60;;;;;;;
;TN9092FJVKK8;;EMP NAT 2024 T4 CB TF;;1,51;;;;;;;
;TNFC8O7A98F4;;EMP NAT 2024 T3 CB TF;;0,50;;;;;;;
;TNFC8O7A98F4;;EMP NAT 2024 T3 CB TF;;3,07;;;;;;;
;TNFC8O7A98F4;;EMP NAT 2024 T3 CB TF;;2,05;;;;;;;
;TNFC8O7A98F4;;EMP NAT 2024 T3 CB TF;;6,65;;;;;;;
;TNMCPXLL1EE2;;EMP NAT 2023 T4 CB TV;;1,61;;;;;;;
;TNN50G7PX8W5;;EMP NAT 2023 T2 CB TV;;1,40;;;;;;;
;TNRS9CVT3SJ7;;EMP NAT 2023 T3 CB TV;;0,52;;;;;;;
;TNRS9CVT3SJ7;;EMP NAT 2023 T3 CB TV;;2,60;;;;;;;
;TNX0K9990B08;;EMP NAT 2024 T2 CB TF;;3,11;;;;;;;
;TNX0K9990B08;;EMP NAT 2024 T2 CB TF;;4,72;;;;;;;
;TNX0K9990B08;;EMP NAT 2024 T2 CB TF;;1,51;;;;;;;
;TNX0K9990B08;;EMP NAT 2024 T2 CB TF;;0,80;;;;;;;
;TNX0K9990B08;;EMP NAT 2024 T2 CB TF;;11,05;;;;;;;
