0;1;2;3;4;5;6;7;8;9
;;ISIN;;;Libelle;;;Montant (MDT);
;TN0008000606;BTA 6,7% Avril 2028;27,16;;;;;;
;TN0008000606;BTA 6,7% Avril 2028;27,14;;;;;;
;TN0008000606;BTA 6,7% Avril 2028;10,32;;;;;;
;TN0008000622;BTA 6,3% Mars 2026;36,53;;;;;;
;TN0008000705;BTA 6,5% Juin 2025;1,02;;;;;;
;TN0008000721;BTA 7,2% Fevrier 2027;0,51;;;;;;
;TN0008000721;BTA 7,2% Fevrier 2027;5,01;;;;;;
;TN0008000721;BTA 7,2% Fevrier 2027;0,80;;;;;;
;TN0008000721;BTA 7,2% Fevrier 2027;1,50;;;;;;
;TN0008000721;BTA 7,2% Fevrier 2027;7,01;;;;;;
;TN0008000721;BTA 7,2% Fevrier 2027;6,01;;;;;;
;TN0008000812;BTA 7,5% 13/12/2028;5,02;;;;;;
;TN0008000812;BTA 7,5% 13/12/2028;9,02;;;;;;
;TN0008000838;EMP NAT T1 2021 CB;1,65;;;;;;
;TN9092FJVKK8;EMP NAT 2024 T4 CB TF;5,01;;;;;;
;TNCR2TMAK1K8;EMP NAT 2023 T2 CB TF;2,50;;;;;;
;TNLRQIP0OJY4;BTA 9% septembre 2029;1,27;;;;;;
;TNLRQIP0OJY4;BTA 9% septembre 2029;0,76;;;;;;
;TNUWXR58DVH5;EMP NAT 2024 T1 CB TF;1,21;;;;;;
;TNX0K9990B08;EMP NAT 2024 T2 CB TF;10,08;;;;;;
;TNX0K9990B08;EMP NAT 2024 T2 CB TF;2,02;;;;;;
;TNX0K9990B08;EMP NAT 2024 T2 CB TF;11,05;;;;;;
;TNX0K9990B08;EMP NAT 2024 T2 CB TF;0,50;;;;;;
;TNX0K9990B08;EMP NAT 2024 T2 CB TF;1,51;;;;;;
;TNX0K9990B08;EMP NAT 2024 T2 CB TF;7,02;;;;;;
;TNX0K9990B08;EMP NAT 2024 T2 CB TF;0,90;;;;;;
;TNX0K9990B08;EMP NAT 2024 T2 CB TF;0,50;;;;;;
;TNX0K9990B08;EMP NAT 2024 T2 CB TF;5,02;;;;;;
;TNXJGTXAROH4;BTA 9,90% 26 décembre 2034;14,87;;;;;;
