0;1;2;3;4;5;6;7;8;9
;;ISIN;;;Libelle;;;Montant (MDT);
;TN0008000622;BTA 6,3% Mars 2026;4,13;;;;;;
;TN0008000622;BTA 6,3% Mars 2026;4,12;;;;;;
;TN0008000622;BTA 6,3% Mars 2026;4,12;;;;;;
;TN0008000655;BTA 6,6% Mars 2027;5,13;;;;;;
;TN0008000655;BTA 6,6% Mars 2027;5,13;;;;;;
;TN0008000655;BTA 6,6% Mars 2027;5,13;;;;;;
;TN0008000655;BTA 6,6% Mars 2027;3,06;;;;;;
;TN0008000655;BTA 6,6% Mars 2027;1,51;;;;;;
;TN0008000721;BTA 7,2% Fevrier 2027;5,02;;;;;;
;TN0008000739;BTA 7,4% Fevrier 2030;39,04;;;;;;
;TN0008000739;BTA 7,4% Fevrier 2030;0,80;;;;;;
;TN0008000770;BTA 7,3% Decembre 2027;0,80;;;;;;
;TN3C6DVEWM76;EMP NAT 2023 T1 CB TV;0,46;;;;;;
;TN3C6DVEWM76;EMP NAT 2023 T1 CB TV;2,01;;;;;;
;TN3C6DVEWM76;EMP NAT 2023 T1 CB TV;7,01;;;;;;
;TN9092FJVKK8;EMP NAT 2024 T4 CB TF;0,20;;;;;;
;TN9092FJVKK8;EMP NAT 2024 T4 CB TF;0,50;;;;;;
;TNBII1MJCEF3;EMP NAT 2023 T4 CB TF;0,40;;;;;;
;TNBII1MJCEF3;EMP NAT 2023 T4 CB TF;4,51;;;;;;
;TNBII1MJCEF3;EMP NAT 2023 T4 CB TF;1,00;;;;;;
;TNBII1MJCEF3;EMP NAT 2023 T4 CB TF;0,50;;;;;;
;TNJL4N1SD7B2;BTA 8,8% septembre 2032;3,09;;;;;;
;TNN50G7PX8W5;EMP NAT 2023 T2 CB TV;2,79;;;;;;
;TNN50G7PX8W5;EMP NAT 2023 T2 CB TV;1,00;;;;;;
;TNUWXR58DVH5;EMP NAT 2024 T1 CB TF;1,75;;;;;;
;TNUWXR58DVH5;EMP NAT 2024 T1 CB TF;1,75;;;;;;
;TNUWXR58DVH5;EMP NAT 2024 T1 CB TF;1,50;;;;;;
;TNXJGTXAROH4;BTA 9,90% 26 décembre 2034;0,40;;;;;;
