0;1;2;3;4;5;6;7;8
;ISIN;;;Libelle;;;Montant (MDT);
TN0008000747;BTA 7,2% Mai 2027;1,93;;;;;;
TN0008000747;BTA 7,2% Mai 2027;2,81;;;;;;
TN0008000812;BTA 7,5% 13/12/2028;0,25;;;;;;
TN0008000812;BTA 7,5% 13/12/2028;0,65;;;;;;
TN0008000812;BTA 7,5% 13/12/2028;0,28;;;;;;
TN0008000812;BTA 7,5% 13/12/2028;2,00;;;;;;
TNFC8O7A98F4;EMP NAT 2024 T3 CB TF;1,01;;;;;;
TNN50G7PX8W5;EMP NAT 2023 T2 CB TV;0,40;;;;;;
TNN50G7PX8W5;EMP NAT 2023 T2 CB TV;0,51;;;;;;
TNPDPODY2398;EMP NAT 2024 T3 CC TF;7,32;;;;;;
TNVE955M6R90;EMP NAT 2023 T3 CB TF;3,07;;;;;;
