0;1;2;3;4;5;6;7;8
;ISIN;;;Libelle;;;Montant (MDT);
TN0008000721;BTA 7,2% Fevrier 2027;13,67;;;;;;
TN0008000747;BTA 7,2% Mai 2027;1,00;;;;;;
TN0008000812;BTA 7,5% 13/12/2028;8,02;;;;;;
TN2781ZB9E10;EMP NAT 2024 T1 CB TV;1,55;;;;;;
TN9092FJVKK8;EMP NAT 2024 T4 CB TF;0,85;;;;;;
TNN50G7PX8W5;EMP NAT 2023 T2 CB TV;6,88;;;;;;
TNN50G7PX8W5;EMP NAT 2023 T2 CB TV;1,15;;;;;;
TNUWXR58DVH5;EMP NAT 2024 T1 CB TF;0,40;;;;;;
TNUWXR58DVH5;EMP NAT 2024 T1 CB TF;0,51;;;;;;
TNX0K9990B08;EMP NAT 2024 T2 CB TF;4,52;;;;;;
TNX0K9990B08;EMP NAT 2024 T2 CB TF;3,01;;;;;;
