0;1;2;3;4;5;6;7;8
;ISIN;;;Libelle;;;Montant (MDT);
TN0008000606;BTA 6,7% Avril 2028;0,23;;;;;;
TN0008000606;BTA 6,7% Avril 2028;2,11;;;;;;
TN0008000606;BTA 6,7% Avril 2028;0,15;;;;;;
TN0008000606;BTA 6,7% Avril 2028;0,13;;;;;;
TN0008000655;BTA 6,6% Mars 2027;1,00;;;;;;
TN0008000747;BTA 7,2% Mai 2027;7,11;;;;;;
TN0008000796;BTA 7,5% Janvier 2028;0,71;;;;;;
TN0008000796;BTA 7,5% Janvier 2028;5,04;;;;;;
TN0008000796;BTA 7,5% Janvier 2028;10,08;;;;;;
TN0008000796;BTA 7,5% Janvier 2028;0,12;;;;;;
TN0008000796;BTA 7,5% Janvier 2028;0,22;;;;;;
TN0008000796;BTA 7,5% Janvier 2028;1,31;;;;;;
TN0008000796;BTA 7,5% Janvier 2028;9,69;;;;;;
TN0008000812;BTA 7,5% 13/12/2028;5,44;;;;;;
TN0008000812;BTA 7,5% 13/12/2028;2,01;;;;;;
TN0008000812;BTA 7,5% 13/12/2028;3,45;;;;;;
TN0008000812;BTA 7,5% 13/12/2028;0,61;;;;;;
TN0008000812;BTA 7,5% 13/12/2028;0,56;;;;;;
TN9092FJVKK8;EMP NAT 2024 T4 CB TF;7,02;;;;;;
TN9092FJVKK8;EMP NAT 2024 T4 CB TF;0,30;;;;;;
TN9092FJVKK8;EMP NAT 2024 T4 CB TF;3,51;;;;;;
TN9092FJVKK8;EMP NAT 2024 T4 CB TF;1,71;;;;;;
TN9092FJVKK8;EMP NAT 2024 T4 CB TF;1,76;;;;;;
TN9092FJVKK8;EMP NAT 2024 T4 CB TF;5,04;;;;;;
TN9092FJVKK8;EMP NAT 2024 T4 CB TF;0,71;;;;;;
TNAO0T7V1X56;EMP NAT 2024 T3 CB TV;10,34;;;;;;
TNAO0T7V1X56;EMP NAT 2024 T3 CB TV;10,34;;;;;;
TNBII1MJCEF3;EMP NAT 2023 T4 CB TF;1,00;;;;;;
TNBII1MJCEF3;EMP NAT 2023 T4 CB TF;8,04;;;;;;
TNBII1MJCEF3;EMP NAT 2023 T4 CB TF;0,30;;;;;;
TNGNCCQYSMR1;BTA 9.9% decembre 2033;4,03;;;;;;
TNLRQIP0OJY4;BTA 9% septembre 2029;0,51;;;;;;
TNN50G7PX8W5;EMP NAT 2023 T2 CB TV;0,90;;;;;;
TNUWXR58DVH5;EMP NAT 2024 T1 CB TF;7,73;;;;;;
TNUWXR58DVH5;EMP NAT 2024 T1 CB TF;1,31;;;;;;
TNX0K9990B08;EMP NAT 2024 T2 CB TF;0,50;;;;;;
TNX0K9990B08;EMP NAT 2024 T2 CB TF;11,56;;;;;;
TNX0K9990B08;EMP NAT 2024 T2 CB TF;1,51;;;;;;
TNX0K9990B08;EMP NAT 2024 T2 CB TF;0,51;;;;;;
TNX0K9990B08;EMP NAT 2024 T2 CB TF;0,51;;;;;;
TNX0K9990B08;EMP NAT 2024 T2 CB TF;0,51;;;;;;
TNX0K9990B08;EMP NAT 2024 T2 CB TF;0,51;;;;;;
TNX0K9990B08;EMP NAT 2024 T2 CB TF;0,51;;;;;;
TNXJGTXAROH4;BTA 9,90% 26 décembre 2034;2,32;;;;;;
TNXJGTXAROH4;BTA 9,90% 26 décembre 2034;36,16;;;;;;
