0;1;2;3;4;5;6;7;8
;ISIN;;;Libelle;;;Montant (MDT);
TN0008000762;BTA 8% Novembre 2030;8,03;;;;;;
TN0008000812;BTA 7,5% 13/12/2028;0,98;;;;;;
TN2781ZB9E10;EMP NAT 2024 T1 CB TV;0,50;;;;;;
TNBII1MJCEF3;EMP NAT 2023 T4 CB TF;0,60;;;;;;
TNBII1MJCEF3;EMP NAT 2023 T4 CB TF;0,60;;;;;;
TNBII1MJCEF3;EMP NAT 2023 T4 CB TF;0,22;;;;;;
TNBII1MJCEF3;EMP NAT 2023 T4 CB TF;3,02;;;;;;
TNBII1MJCEF3;EMP NAT 2023 T4 CB TF;1,01;;;;;;
TNBII1MJCEF3;EMP NAT 2023 T4 CB TF;8,03;;;;;;
TNBII1MJCEF3;EMP NAT 2023 T4 CB TF;0,50;;;;;;
TNBII1MJCEF3;EMP NAT 2023 T4 CB TF;0,58;;;;;;
TNMCPXLL1EE2;EMP NAT 2023 T4 CB TV;8,63;;;;;;
TNN50G7PX8W5;EMP NAT 2023 T2 CB TV;1,20;;;;;;
TNVE955M6R90;EMP NAT 2023 T3 CB TF;3,03;;;;;;
TNVE955M6R90;EMP NAT 2023 T3 CB TF;3,52;;;;;;
