0;1;2;3;4;5;6;7;8
;ISIN;;;Libelle;;;Montant (MDT);
TN0008000580;BTA 6,3% Octobre 2026;0,36;;;;;;
TN0008000580;BTA 6,3% Octobre 2026;0,17;;;;;;
TN0008000580;BTA 6,3% Octobre 2026;0,18;;;;;;
TN0008000606;BTA 6,7% Avril 2028;0,30;;;;;;
TN0008000622;BTA 6,3% Mars 2026;0,60;;;;;;
TN0008000622;BTA 6,3% Mars 2026;3,01;;;;;;
TN0008000705;BTA 6,5% Juin 2025;9,10;;;;;;
TN0008000762;BTA 8% Novembre 2030;11,72;;;;;;
TN0008000812;BTA 7,5% 13/12/2028;0,25;;;;;;
TN0008000812;BTA 7,5% 13/12/2028;0,55;;;;;;
TN0008000812;BTA 7,5% 13/12/2028;0,28;;;;;;
TN0008000812;BTA 7,5% 13/12/2028;1,00;;;;;;
TN0008000812;BTA 7,5% 13/12/2028;3,51;;;;;;
TN0008000812;BTA 7,5% 13/12/2028;1,00;;;;;;
TN2781ZB9E10;EMP NAT 2024 T1 CB TV;6,02;;;;;;
TN9092FJVKK8;EMP NAT 2024 T4 CB TF;1,50;;;;;;
TN9092FJVKK8;EMP NAT 2024 T4 CB TF;7,53;;;;;;
TNBII1MJCEF3;EMP NAT 2023 T4 CB TF;0,40;;;;;;
TNFC8O7A98F4;EMP NAT 2024 T3 CB TF;0,10;;;;;;
TNFC8O7A98F4;EMP NAT 2024 T3 CB TF;20,15;;;;;;
TNN50G7PX8W5;EMP NAT 2023 T2 CB TV;0,35;;;;;;
TNN50G7PX8W5;EMP NAT 2023 T2 CB TV;0,35;;;;;;
TNN50G7PX8W5;EMP NAT 2023 T2 CB TV;1,00;;;;;;
