0;1;2;3;4;5;6;7;8
;ISIN;;;Libelle;;;Montant (MDT);
TN0008000622;BTA 6,3% Mars 2026;5,28;;;;;;
TN0008000622;BTA 6,3% Mars 2026;12,60;;;;;;
TN0008000622;BTA 6,3% Mars 2026;0,51;;;;;;
TN0008000622;BTA 6,3% Mars 2026;2,05;;;;;;
TN0008000655;BTA 6,6% Mars 2027;6,15;;;;;;
TN0008000655;BTA 6,6% Mars 2027;2,02;;;;;;
TN0008000655;BTA 6,6% Mars 2027;6,15;;;;;;
TN0008000655;BTA 6,6% Mars 2027;6,15;;;;;;
TN0008000705;BTA 6,5% Juin 2025;10,38;;;;;;
TN0008000705;BTA 6,5% Juin 2025;0,50;;;;;;
TN0008000705;BTA 6,5% Juin 2025;0,51;;;;;;
TN0008000747;BTA 7,2% Mai 2027;21,69;;;;;;
TN0008000770;BTA 7,3% Decembre 2027;1,00;;;;;;
TN0008000812;BTA 7,5% 13/12/2028;1,00;;;;;;
TN0008000812;BTA 7,5% 13/12/2028;0,34;;;;;;
TN2781ZB9E10;EMP NAT 2024 T1 CB TV;6,05;;;;;;
TNN50G7PX8W5;EMP NAT 2023 T2 CB TV;7,06;;;;;;
TNN50G7PX8W5;EMP NAT 2023 T2 CB TV;6,14;;;;;;
TNRS9CVT3SJ7;EMP NAT 2023 T3 CB TV;2,56;;;;;;
TNRS9CVT3SJ7;EMP NAT 2023 T3 CB TV;2,05;;;;;;
TNUWXR58DVH5;EMP NAT 2024 T1 CB TF;1,54;;;;;;
TNX0K9990B08;EMP NAT 2024 T2 CB TF;1,83;;;;;;
TNX0K9990B08;EMP NAT 2024 T2 CB TF;1,00;;;;;;
