0;1;2;3;4;5;6;7;8
;ISIN;;;Libelle;;;Montant (MDT);
TN0008000663;BTA 7,5% Juillet 2032;0,51;;;;;;
TN0008000663;BTA 7,5% Juillet 2032;0,30;;;;;;
TN0008000663;BTA 7,5% Juillet 2032;0,25;;;;;;
TN0008000747;BTA 7,2% Mai 2027;0,25;;;;;;
TN0008000762;BTA 8% Novembre 2030;0,25;;;;;;
TN0008000812;BTA 7,5% 13/12/2028;0,60;;;;;;
TN0008000812;BTA 7,5% 13/12/2028;0,65;;;;;;
TN0008000812;BTA 7,5% 13/12/2028;0,15;;;;;;
TN0008000812;BTA 7,5% 13/12/2028;0,20;;;;;;
TN0008000812;BTA 7,5% 13/12/2028;4,31;;;;;;
TN0008000838;EMP NAT T1 2021 CB;0,75;;;;;;
TN9092FJVKK8;EMP NAT 2024 T4 CB TF;8,05;;;;;;
