0;1;2;3;4;5;6;7;8
;ISIN;;;Libelle;;;Montant (MDT);
TN0008000721;BTA 7,2% Fevrier 2027;1,11;;;;;;
TN0008000721;BTA 7,2% Fevrier 2027;1,41;;;;;;
TN0008000721;BTA 7,2% Fevrier 2027;1,01;;;;;;
TN0008000739;BTA 7,4% Fevrier 2030;2,31;;;;;;
TN0008000739;BTA 7,4% Fevrier 2030;1,43;;;;;;
TN0008000762;BTA 8% Novembre 2030;1,05;;;;;;
TN0008000762;BTA 8% Novembre 2030;3,51;;;;;;
TN0008000796;BTA 7,5% Janvier 2028;1,54;;;;;;
TN0008000812;BTA 7,5% 13/12/2028;0,65;;;;;;
TN0008000812;BTA 7,5% 13/12/2028;0,15;;;;;;
TN0008000812;BTA 7,5% 13/12/2028;0,20;;;;;;
TN0008000812;BTA 7,5% 13/12/2028;4,31;;;;;;
TN0008000812;BTA 7,5% 13/12/2028;0,60;;;;;;
TN0008000812;BTA 7,5% 13/12/2028;2,80;;;;;;
TN0008000812;BTA 7,5% 13/12/2028;8,51;;;;;;
TN2781ZB9E10;EMP NAT 2024 T1 CB TV;0,75;;;;;;
TN9092FJVKK8;EMP NAT 2024 T4 CB TF;1,50;;;;;;
TN9092FJVKK8;EMP NAT 2024 T4 CB TF;0,50;;;;;;
TN9092FJVKK8;EMP NAT 2024 T4 CB TF;0,60;;;;;;
TNBII1MJCEF3;EMP NAT 2023 T4 CB TF;8,01;;;;;;
TNBII1MJCEF3;EMP NAT 2023 T4 CB TF;1,80;;;;;;
TNBII1MJCEF3;EMP NAT 2023 T4 CB TF;1,30;;;;;;
TNBII1MJCEF3;EMP NAT 2023 T4 CB TF;1,00;;;;;;
TNBII1MJCEF3;EMP NAT 2023 T4 CB TF;0,65;;;;;;
TNCYAUILJ413;BTA 9,87% 08 Janvier 2032;0,84;;;;;;
TNFC8O7A98F4;EMP NAT 2024 T3 CB TF;2,52;;;;;;
TNPDPODY2398;EMP NAT 2024 T3 CC TF;7,62;;;;;;
TNRS9CVT3SJ7;EMP NAT 2023 T3 CB TV;1,05;;;;;;
