0;1;2;3;4;5;6;7;8
;ISIN;;;Libelle;;;Montant (MDT);
TN0008000606;BTA 6,7% Avril 2028;0,08;;;;;;
TN0008000606;BTA 6,7% Avril 2028;0,73;;;;;;
TN0008000606;BTA 6,7% Avril 2028;0,02;;;;;;
TN0008000606;BTA 6,7% Avril 2028;8,21;;;;;;
TN0008000622;BTA 6,3% Mars 2026;3,01;;;;;;
TN0008000622;BTA 6,3% Mars 2026;0,75;;;;;;
TN0008000655;BTA 6,6% Mars 2027;1,01;;;;;;
TN0008000762;BTA 8% Novembre 2030;20,47;;;;;;
TN0008000770;BTA 7,3% Decembre 2027;1,02;;;;;;
TN0008000812;BTA 7,5% 13/12/2028;2,01;;;;;;
TN0008000812;BTA 7,5% 13/12/2028;1,00;;;;;;
TN0008000812;BTA 7,5% 13/12/2028;0,45;;;;;;
TN0008000838;EMP NAT T1 2021 CB;1,51;;;;;;
TN2781ZB9E10;EMP NAT 2024 T1 CB TV;1,20;;;;;;
TN46TGZRABR7;TAYSIR 2023-1 TV;1,61;;;;;;
TN54R4G06T00;ENDA TAMWEEL 2023-1 CA TF;0,80;;;;;;
TN9092FJVKK8;EMP NAT 2024 T4 CB TF;0,25;;;;;;
TN9092FJVKK8;EMP NAT 2024 T4 CB TF;1,51;;;;;;
TNBII1MJCEF3;EMP NAT 2023 T4 CB TF;0,30;;;;;;
TNBII1MJCEF3;EMP NAT 2023 T4 CB TF;2,92;;;;;;
TNBII1MJCEF3;EMP NAT 2023 T4 CB TF;2,02;;;;;;
TNBII1MJCEF3;EMP NAT 2023 T4 CB TF;1,50;;;;;;
TNBII1MJCEF3;EMP NAT 2023 T4 CB TF;0,70;;;;;;
TNBII1MJCEF3;EMP NAT 2023 T4 CB TF;0,28;;;;;;
TNBII1MJCEF3;EMP NAT 2023 T4 CB TF;5,01;;;;;;
TNCYAUILJ413;BTA 9,87% 08 Janvier 2032;0,17;;;;;;
TNCYAUILJ413;BTA 9,87% 08 Janvier 2032;0,18;;;;;;
TNFGSJPDAWE9;ENDA TAMWEEL 2023-1 CA TV;1,60;;;;;;
TNGNCCQYSMR1;BTA 9.9% decembre 2033;2,01;;;;;;
TNGNCCQYSMR1;BTA 9.9% decembre 2033;60,44;;;;;;
TNKF195OZHN9;TAYSIR 2023-1 TF;0,81;;;;;;
TNN34MAL82X0;MICROCRED 2024-1  TF;0,10;;;;;;
TNN50G7PX8W5;EMP NAT 2023 T2 CB TV;0,65;;;;;;
TNUWXR58DVH5;EMP NAT 2024 T1 CB TF;6,27;;;;;;
TNUWXR58DVH5;EMP NAT 2024 T1 CB TF;2,01;;;;;;
