0;1;2;3;4;5;6;7;8
;ISIN;;;Libelle;;;Montant (MDT);
TN0008000606;BTA 6,7% Avril 2028;3,02;;;;;;
TN0008000622;BTA 6,3% Mars 2026;2,00;;;;;;
TN0008000697;BTA 7% Juillet 2028;4,36;;;;;;
TN0008000739;BTA 7,4% Fevrier 2030;1,61;;;;;;
TN0008000739;BTA 7,4% Fevrier 2030;0,80;;;;;;
TN0008000770;BTA 7,3% Decembre 2027;1,01;;;;;;
TN0008000770;BTA 7,3% Decembre 2027;2,01;;;;;;
TN0008000796;BTA 7,5% Janvier 2028;30,19;;;;;;
TN0008000838;EMP NAT T1 2021 CB;3,00;;;;;;
TN0008000895;EMPRUNT NATIONAL 2021 T2 CB;2,00;;;;;;
TN2781ZB9E10;EMP NAT 2024 T1 CB TV;6,64;;;;;;
TNBII1MJCEF3;EMP NAT 2023 T4 CB TF;0,50;;;;;;
TNBII1MJCEF3;EMP NAT 2023 T4 CB TF;0,50;;;;;;
TNBII1MJCEF3;EMP NAT 2023 T4 CB TF;1,01;;;;;;
TNBII1MJCEF3;EMP NAT 2023 T4 CB TF;0,60;;;;;;
TNBII1MJCEF3;EMP NAT 2023 T4 CB TF;0,50;;;;;;
TNN50G7PX8W5;EMP NAT 2023 T2 CB TV;8,63;;;;;;
TNUWXR58DVH5;EMP NAT 2024 T1 CB TF;20,05;;;;;;
TNUWXR58DVH5;EMP NAT 2024 T1 CB TF;12,03;;;;;;
TNUWXR58DVH5;EMP NAT 2024 T1 CB TF;20,05;;;;;;
TNUWXR58DVH5;EMP NAT 2024 T1 CB TF;8,02;;;;;;
TNUWXR58DVH5;EMP NAT 2024 T1 CB TF;2,00;;;;;;
TNVE955M6R90;EMP NAT 2023 T3 CB TF;1,00;;;;;;
